feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,label
0.44019503086360223,0.5169352516948189,0.20751162526382744,-1.1441244979848457,-0.7791148349457758,2.3163848298034995,-1.259377263556203,-1.415571002416312,0.6798913737597521,-1.0592696114248636,1.7922136069129662,2.734446470443204,-0.24093959633081788,0.30945214561438017,-1.8246573178009486,1.0316052314556614,1
0.010246684016898003,0.00027010408817970173,0.2596113479032144,2.091669089395488,0.33624824635237044,-2.3780539627508004,0.3262989434315609,0.03787999448959883,0.04345002435145766,0.2459473093961707,-0.028678287674799376,-0.052612093055389005,0.6130442097707861,-0.542080797194501,-0.9476863356391756,3.023781452622391,0
-0.897707398975251,0.6890624790152835,-0.7561096421277498,-0.9879004536698087,0.15317190725958432,2.357699230026369,0.7490299911165732,0.1362192992058518,0.3588515363809683,-1.7511158614855973,-1.1223403707525563,-2.510928865047139,1.7298738945766226,1.5273860291557484,0.3928185262149098,0.13511510308420474,0
0.5243018505118624,-1.0552320500108352,2.094745015353822,0.26545231461751306,0.16611940616875684,-0.06521205237308736,0.4665533219369462,0.5254206114726324,-0.8649739518651002,-0.21355145053028468,0.11570095775047733,0.582740464653963,0.5996892770639745,0.16454179417396342,-0.5503229556224942,-0.6015919104862371,0
-2.0357274943285386,-0.2957255539874333,0.8010714920673201,-0.8451596472798208,-0.24014889117783317,0.5936434162432024,1.518269107037796,-1.2939382821662444,-1.36807448775486,-0.9460301878398408,-1.5375358505081602,-1.4663784554114703,-0.9726611976947006,1.2334935482459914,-0.3120768180687575,0.03137510615660677,0
-0.5135592130460486,-0.5341729327699072,0.9581566426281728,1.001706950018826,-1.1695295102809187,0.36631541242409676,1.1111254109002338,-0.35018201989467346,-0.211533814566132,0.6959826766476425,0.7244179168570122,0.429058329592094,0.25422875520711785,0.3885875938362797,-0.2777172908513844,-1.1177160152869676,0
-0.8980177534142035,-2.4383374137796223,-0.47712090201808144,0.7609455258811165,-0.35309633141780583,0.8011783722817295,0.148728175920273,1.2880660702621847,-0.2952167071206611,0.46761482656768805,0.5058850645353592,1.501601872631193,-1.706637306334278,-0.4584082745531576,0.8485161053885039,1.545896479778648,0
1.426466662123303,1.7729530541494887,1.0007110486348894,0.2326574060481035,1.8255748861826457,0.24072029057980024,-0.47919389041560584,-0.6753404364360706,-0.7035015624511176,-0.006369747335058674,0.4630868161622686,-1.415156939485918,-0.4489259275676643,0.21285101394739628,0.6436262691608821,-0.02592275207982139,1
-0.07381957240460928,0.43334720663147014,-1.4367130432897057,2.5935767162479038,-0.38223057301293495,-0.7013530703372463,0.5483708571299468,-0.6449640765082184,0.42445984672362214,-1.2609816331886474,0.1456083379017949,-0.6031655083769785,-0.7833165367101316,-0.941325141464804,0.8858638640369837,-0.35039757285132284,1
0.025262831098390486,0.5426763465603288,-0.014334004511910938,0.9739963377594865,-0.46193518926703,-1.3283952054631096,1.9769753681131799,-0.6046337365424463,-0.5684420837177473,-0.06580332107218435,0.06718110965398118,-0.38668364248828285,-0.01743389694900904,-0.03976223142817396,0.17481932702080696,-2.357487458987316,1
0.189467109239046,1.1061262322790206,0.8011576140991274,-1.5920480574430858,1.2682661362855776,-1.1905652334621433,0.8627802673856108,-0.4517123101428008,2.7157979317139467,-0.5903490009132318,-0.074030480226039,0.15830308477954755,-0.2425149330731635,-0.9971681521222151,2.204102260045832,-0.6106644105329312,1
-0.3053845101099233,2.2192091252796096,0.09660085767877029,-0.5189119954096034,-0.5788167611946403,0.6451709023601148,-0.8208740145688531,0.5117054187736063,1.1013428147471844,-0.08829560584313512,0.987827379780553,-0.06884303146288782,-0.6874548508666996,-1.664576914054792,0.2751103550115908,0.29608459197220993,1
-0.7298915931868105,0.3656826970143673,0.02861162043150552,0.3433995940381602,1.5744127268127983,0.11603663593846616,-0.9950782238654786,1.961026687918827,0.9791020366816946,0.6540287280509017,-0.18264681193686766,0.739697718611668,-2.057384995395209,1.5462459302288956,0.8963281424025235,-0.1770650438261844,0
